0,244,1996,2776,264,669
1,264,2116,2206,167,384
2,264,2216,2126,167,404
3,264,2216,2066,167,404
4,264,2216,2036,167,404
5,264,2186,2176,167,404
6,635,1900,1500,600,385
7,635,1900,1500,600,385
8,635,1900,1500,600,385
9,635,1900,1500,600,385
10,635,1900,1500,600,385
11,304,2116,2206,167,589
12,304,2216,2126,167,569
13,304,2216,2066,167,569
14,304,2216,2036,167,569
15,304,2186,2176,167,569
16,635,1900,1500,600,385
17,635,1900,1500,600,385
18,635,1900,1500,600,385
19,635,1900,1500,600,385
20,635,1900,1500,600,385
21,464,1996,3106,184,669
22,464,2296,3106,254,924
23,284,3096,3076,264,974
24,244,3096,3076,214,974
25,244,3096,3176,214,974
26,464,3096,3176,214,814
27,464,2196,3176,214,744
28,635,1900,1500,600,385
29,635,1900,1500,600,385
30,635,1900,1500,600,385
31,464,2296,3106,254,414
32,394,3096,3076,264,364
33,354,3096,3076,214,364
34,354,3096,3176,214,364
35,464,3096,3176,214,524
36,464,2196,3176,214,594
37,635,1900,1500,600,385
38,635,1900,1500,600,385
39,635,1900,1500,600,385
40,635,1900,1500,600,385
41,524,1696,2282,104,669
42,524,1511,2282,104,669
43,349,1511,2282,104,669
44,349,1701,2282,104,669
45,635,1900,1500,600,385
46,635,1900,1500,600,385
47,635,1900,1500,600,385
48,635,1900,1500,600,385
49,635,1900,1500,600,385
50,635,1900,1500,600,385
51,635,1900,1500,600,385
52,635,1900,1500,600,385
53,635,1900,1500,600,385
54,635,1900,1500,600,385
55,635,1900,1500,600,385
56,635,1900,1500,600,385
57,635,1900,1500,600,385
58,635,1900,1500,600,385
59,635,1900,1500,600,385
60,635,1900,1500,600,385
61,635,1900,1500,600,385
62,635,1900,1500,600,385
63,635,1900,1500,600,385
